service_date,time_period,route_or_line,gated_entries
2018-10-22,(08:00:00),Orange Line,10111.72
2016-05-10,(15:30:00),Silver Line,347.6
2015-08-07,(17:00:00),Red Line,11956.68
2016-03-28,(11:30:00),Green Line,1385.51
2019-03-05,(23:00:00),Green Line,746.91
2020-08-13,(15:00:00),Green Line,604.64
2021-01-08,(14:00:00),Red Line,1451.7
2015-08-31,(00:30:00),Green Line,129.12
2022-05-21,(09:30:00),Red Line,1496.11
2014-12-18,(04:00:00),Red Line,6.58
2014-05-31,(10:30:00),Blue Line,957.7
2019-01-31,(23:30:00),Orange Line,549.81
2014-01-30,(03:30:00),Orange Line,0.51
2020-04-06,(23:00:00),Blue Line,47.7
2018-07-30,(06:30:00),Green Line,854.48
2014-08-13,(04:30:00),Red Line,130.28
2017-11-17,(12:30:00),Red Line,3991.84
2020-07-26,(09:00:00),Red Line,467.68
2016-01-06,(19:30:00),Orange Line,2583.68
2014-11-24,(18:30:00),Silver Line,447.8
2018-07-31,(21:30:00),Silver Line,141.9
2019-04-08,(17:00:00),Silver Line,1324.4
2015-02-28,(20:30:00),Red Line,2232.77
2018-08-24,(20:00:00),Silver Line,181.0
2019-03-09,(10:00:00),Orange Line,1964.3600000000001
2017-07-23,(09:00:00),Orange Line,1258.3899999999999
2018-03-01,(13:30:00),Red Line,3673.06
2016-12-07,(19:00:00),Silver Line,310.3
2017-03-03,(12:30:00),Green Line,1640.36
2022-03-18,(08:30:00),Blue Line,1085.2
2018-02-03,(14:30:00),Orange Line,2877.72
2018-06-12,(06:30:00),Blue Line,2263.3
2014-03-01,(04:00:00),Blue Line,5.0
2015-03-01,(06:00:00),Green Line,140.81
2020-07-28,(00:00:00),Blue Line,48.4
2021-02-11,(16:00:00),Green Line,756.45
2019-08-06,(01:00:00),Blue Line,25.0
2020-08-25,(05:30:00),Orange Line,691.71
2020-08-31,(15:00:00),Orange Line,1660.47
2016-03-17,(03:30:00),Green Line,0.49
2014-12-10,(14:30:00),Silver Line,218.6
2014-11-07,(14:00:00),Red Line,5759.6
2017-06-01,(15:30:00),Blue Line,1828.5
2016-03-27,(08:00:00),Silver Line,34.2
2016-03-30,(01:00:00),Green Line,22.39
2014-06-09,(14:30:00),Red Line,4892.03
2021-04-07,(15:30:00),Green Line,886.44
2022-06-25,(14:00:00),Red Line,2201.52
2016-11-15,(04:00:00),Green Line,9.0
2019-10-04,(10:30:00),Silver Line,149.1
2016-01-28,(02:00:00),Silver Line,0.3
2020-07-01,(01:30:00),Blue Line,4.0
2020-12-24,(15:30:00),Orange Line,1266.31
2020-10-22,(22:00:00),Orange Line,609.26
2015-08-14,(16:30:00),Orange Line,7774.12
2017-01-03,(17:30:00),Blue Line,1658.3
2017-10-30,(05:30:00),Orange Line,1800.24
2018-05-29,(10:00:00),Green Line,1102.98
2018-12-08,(03:30:00),Red Line,5.0
2016-01-16,(03:00:00),Orange Line,2.5300000000000002
2020-02-02,(21:00:00),Blue Line,312.8
2022-03-04,(01:00:00),Blue Line,19.7
2017-01-06,(10:30:00),Blue Line,855.7
2016-08-27,(06:00:00),Red Line,947.53
2015-04-29,(02:00:00),Blue Line,5.0
2017-01-19,(23:30:00),Orange Line,678.3
2015-02-22,(22:30:00),Silver Line,50.5
2022-07-09,(12:30:00),Red Line,1783.79
2020-12-24,(01:00:00),Orange Line,24.18
2014-12-15,(21:30:00),Blue Line,448.9
2022-07-25,(19:30:00),Silver Line,97.8
2016-02-20,(02:30:00),Red Line,39.32
2015-06-28,(03:00:00),Red Line,12.7
2021-01-30,(15:00:00),Green Line,528.22
2017-01-31,(11:00:00),Blue Line,835.0
2021-05-27,(09:00:00),Orange Line,1280.19
2016-01-27,(20:30:00),Green Line,1605.18
2021-02-19,(20:00:00),Blue Line,164.9
2019-02-07,(10:30:00),Silver Line,112.8
2015-12-14,(19:30:00),Blue Line,503.0
2019-10-18,(21:00:00),Silver Line,162.6
2015-11-06,(14:00:00),Red Line,5807.05
2019-08-24,(21:00:00),Green Line,1423.51
2017-10-19,(20:00:00),Green Line,1944.88
2021-06-17,(06:30:00),Blue Line,1060.3
2021-06-22,(06:30:00),Red Line,1723.01
2015-11-23,(08:00:00),Red Line,14821.75
2014-09-29,(11:30:00),Blue Line,857.1
2022-07-19,(17:30:00),Orange Line,3465.75
2017-08-16,(19:00:00),Blue Line,1123.2
2014-08-15,(09:30:00),Red Line,5308.32
2020-02-11,(07:30:00),Silver Line,425.7
2016-05-31,(23:00:00),Orange Line,978.15
2018-06-27,(22:30:00),Red Line,1431.81
2020-06-08,(22:30:00),Silver Line,26.8
2019-01-14,(04:00:00),Green Line,1.83
2021-04-10,(00:00:00),Orange Line,242.35
2014-10-04,(15:00:00),Orange Line,3680.42
2016-02-06,(17:30:00),Silver Line,127.3
2021-11-06,(09:30:00),Green Line,556.48
2020-12-16,(05:00:00),Blue Line,423.8
2019-11-20,(14:30:00),Red Line,4828.4
2014-08-29,(17:30:00),Orange Line,5514.389999999999
2020-04-02,(00:30:00),Blue Line,13.4
2021-10-08,(17:00:00),Green Line,2464.92
2021-12-21,(06:30:00),Red Line,2020.02
2014-08-23,(18:30:00),Green Line,2425.78
2020-12-21,(15:00:00),Green Line,632.98
2014-01-04,(04:30:00),Blue Line,17.8
2018-06-29,(04:30:00),Green Line,43.95
2014-05-12,(19:00:00),Silver Line,277.3
2018-02-16,(16:30:00),Orange Line,7485.07
2021-03-30,(11:30:00),Green Line,416.13
2016-10-28,(22:30:00),Green Line,1206.93
2021-08-08,(13:30:00),Blue Line,782.5
2018-08-12,(18:30:00),Green Line,1400.47
2018-11-09,(13:30:00),Green Line,1994.67
2022-04-06,(17:30:00),Silver Line,379.5
2019-12-29,(20:00:00),Orange Line,1161.38
2017-05-04,(07:30:00),Orange Line,7980.89
2021-03-15,(12:30:00),Silver Line,46.4
2017-11-28,(01:30:00),Orange Line,21.75
2017-04-17,(03:30:00),Orange Line,2.0
2022-04-11,(02:30:00),Blue Line,2.0
2020-11-23,(16:30:00),Orange Line,1682.12
2015-11-21,(19:30:00),Silver Line,80.9
2015-06-27,(10:30:00),Green Line,1311.55
2021-02-11,(09:00:00),Orange Line,980.28
2016-05-17,(23:00:00),Red Line,1361.54
2020-09-05,(14:30:00),Blue Line,639.9
2021-12-29,(23:00:00),Orange Line,544.08
2016-12-13,(23:30:00),Green Line,497.37
2018-09-13,(15:30:00),Green Line,2848.75
2021-09-20,(12:30:00),Blue Line,596.1
2015-04-10,(07:00:00),Green Line,1533.29
2015-05-31,(09:00:00),Blue Line,579.0
2015-02-01,(14:30:00),Silver Line,89.5
2022-03-14,(21:30:00),Red Line,884.84
2022-03-28,(08:30:00),Blue Line,1209.8
2021-04-17,(03:30:00),Red Line,4.0
2020-11-21,(01:00:00),Blue Line,17.7
2018-04-09,(01:30:00),Blue Line,15.1
2020-05-24,(15:30:00),Blue Line,7.4
2020-08-17,(21:30:00),Red Line,454.99
2014-01-04,(08:00:00),Orange Line,1287.1399999999999
2016-03-25,(15:30:00),Green Line,3356.79
2016-01-25,(22:30:00),Orange Line,1864.19
2021-01-29,(04:00:00),Silver Line,5.0
2020-01-29,(17:30:00),Blue Line,1463.2
2018-07-18,(11:00:00),Green Line,1154.2
2014-08-11,(15:00:00),Silver Line,320.7
2015-11-24,(17:30:00),Silver Line,891.3
2016-04-17,(05:30:00),Green Line,77.61
2022-04-27,(10:00:00),Orange Line,1637.69
2019-04-17,(16:00:00),Blue Line,1693.0
2021-05-23,(05:00:00),Orange Line,24.08
2020-10-22,(16:30:00),Green Line,861.27
2021-01-01,(13:00:00),Silver Line,21.0
2016-06-06,(10:00:00),Blue Line,1045.1
2021-02-19,(19:00:00),Red Line,958.96
2020-01-30,(08:30:00),Green Line,2269.45
2016-01-27,(17:30:00),Red Line,10655.380000000001
2018-06-13,(12:30:00),Blue Line,1035.9
2015-12-23,(21:00:00),Silver Line,78.8
2021-11-07,(07:00:00),Orange Line,549.71
2019-01-15,(17:30:00),Green Line,4414.4
2022-06-23,(19:30:00),Blue Line,480.4
2018-08-24,(02:00:00),Orange Line,3.0
2017-09-14,(10:30:00),Silver Line,120.8
2019-09-16,(15:00:00),Silver Line,340.1
2019-03-15,(02:30:00),Orange Line,3.0
2017-04-28,(01:30:00),Orange Line,6.66
2018-09-02,(11:00:00),Silver Line,86.0
2021-04-18,(14:00:00),Green Line,672.13
2016-05-08,(00:30:00),Blue Line,46.5
2017-01-09,(13:30:00),Silver Line,120.6
2020-10-06,(06:30:00),Silver Line,43.0
2021-12-11,(14:00:00),Orange Line,1794.0
2017-03-13,(10:00:00),Blue Line,876.3
2020-09-24,(20:30:00),Red Line,625.72
2015-06-06,(08:00:00),Silver Line,54.6
2015-08-05,(07:30:00),Orange Line,8433.52
2022-02-09,(19:00:00),Blue Line,434.7
2017-02-15,(19:00:00),Blue Line,780.3
2018-09-04,(00:00:00),Silver Line,47.4
2017-02-17,(15:30:00),Green Line,2866.27
2019-03-20,(14:30:00),Green Line,2159.13
2016-04-14,(00:00:00),Silver Line,36.8
2022-04-14,(23:00:00),Silver Line,104.9
2017-09-19,(16:30:00),Red Line,9925.27
2018-01-08,(02:00:00),Blue Line,0.9
2015-06-12,(08:30:00),Orange Line,6751.25
2020-04-21,(14:30:00),Red Line,513.54
2019-05-12,(12:30:00),Red Line,2500.31
2017-10-24,(07:30:00),Orange Line,8770.710000000001
2016-11-29,(19:30:00),Blue Line,537.0
2014-05-02,(11:00:00),Silver Line,303.3
2014-05-04,(13:00:00),Blue Line,852.7
2016-12-30,(19:00:00),Orange Line,2524.67
2021-07-01,(10:00:00),Orange Line,1050.87
2016-06-21,(03:30:00),Red Line,1.0
2017-09-05,(11:00:00),Blue Line,1009.4
2021-04-09,(03:00:00),Red Line,2.02
2017-07-20,(13:00:00),Orange Line,3333.06
2017-06-01,(11:30:00),Orange Line,2661.16
2015-08-03,(21:30:00),Blue Line,603.3
2021-01-21,(20:30:00),Red Line,514.87
2021-03-27,(22:30:00),Green Line,272.05
2015-05-22,(13:30:00),Orange Line,4503.66
2017-05-17,(08:00:00),Blue Line,3285.9
2020-10-18,(15:00:00),Orange Line,1123.44
2019-03-19,(16:30:00),Silver Line,876.8
2018-01-07,(23:30:00),Red Line,391.4
2019-03-27,(11:30:00),Orange Line,2726.11
2014-03-26,(01:00:00),Green Line,15.56
2016-04-17,(01:30:00),Red Line,7.4
2015-10-04,(22:30:00),Silver Line,48.7
2021-03-27,(09:30:00),Red Line,824.4
2018-11-30,(18:00:00),Blue Line,1427.0
2022-04-10,(12:00:00),Blue Line,661.5
2016-01-27,(00:00:00),Silver Line,30.4
2015-08-25,(13:00:00),Green Line,1550.29
2017-06-25,(13:00:00),Blue Line,1040.3
2019-02-15,(07:00:00),Green Line,1278.59
2020-07-21,(09:30:00),Green Line,209.08
2017-02-03,(14:30:00),Silver Line,254.7
2020-10-12,(12:00:00),Orange Line,848.13
2015-02-22,(07:00:00),Blue Line,515.1
2021-10-21,(17:00:00),Green Line,2318.4300000000003
2017-07-28,(08:30:00),Silver Line,310.6
2019-06-09,(09:00:00),Green Line,459.99
2018-06-29,(10:00:00),Red Line,4021.92
2014-10-21,(08:30:00),Blue Line,2384.0
2018-09-22,(20:00:00),Blue Line,733.9
2019-01-28,(03:00:00),Red Line,2.4699999999999998
2020-04-04,(09:30:00),Red Line,245.71
2014-10-19,(00:30:00),Blue Line,61.4
2019-06-18,(18:00:00),Silver Line,917.9
2020-11-18,(17:00:00),Green Line,855.78
2018-02-04,(05:30:00),Green Line,53.14
2015-05-14,(07:00:00),Red Line,9279.46
2015-10-27,(02:00:00),Green Line,1.0
2016-11-12,(09:00:00),Orange Line,2032.7
2018-08-08,(10:30:00),Blue Line,960.8
2014-06-26,(04:30:00),Red Line,94.61
2015-03-16,(10:00:00),Red Line,4053.64
2019-06-19,(05:00:00),Blue Line,1090.4
2022-05-26,(08:30:00),Silver Line,151.3
2016-03-23,(16:30:00),Blue Line,2020.5
2016-01-11,(15:00:00),Red Line,5441.04
2019-04-29,(07:30:00),Orange Line,7959.39
2015-12-31,(04:00:00),Orange Line,6.41
2019-05-03,(02:30:00),Red Line,1.0
2018-05-18,(04:30:00),Silver Line,0.6
2019-06-15,(10:00:00),Orange Line,2229.87
2019-04-17,(00:30:00),Orange Line,126.42
2018-12-14,(13:30:00),Green Line,1864.85
2022-06-18,(19:00:00),Orange Line,1795.4
2018-03-28,(11:30:00),Blue Line,994.8
2018-10-14,(13:30:00),Green Line,1525.46
2020-09-16,(10:00:00),Blue Line,519.5
2020-06-02,(17:00:00),Red Line,843.12
2014-11-11,(19:30:00),Red Line,3530.31
2015-06-04,(17:00:00),Silver Line,1229.7
2019-01-08,(21:30:00),Green Line,1632.42
2022-06-23,(09:00:00),Blue Line,976.9
2019-08-09,(17:30:00),Silver Line,613.5
2017-04-20,(05:00:00),Orange Line,1177.07
2021-09-16,(00:00:00),Red Line,249.91
2017-01-03,(08:30:00),Green Line,2011.05
2015-10-04,(11:30:00),Silver Line,89.5
2019-02-06,(06:30:00),Green Line,996.65
2017-05-09,(05:00:00),Silver Line,5.6
2016-04-10,(02:00:00),Orange Line,2.5300000000000002
2014-11-05,(11:00:00),Blue Line,886.3
2022-01-02,(23:30:00),Red Line,125.08
2019-12-27,(14:00:00),Red Line,3946.29
2020-01-04,(10:00:00),Red Line,2002.02
2015-07-23,(01:30:00),Orange Line,7.32
2016-09-18,(19:00:00),Silver Line,107.9
2022-07-19,(11:30:00),Blue Line,624.6
2016-04-02,(23:30:00),Red Line,1123.85
2018-10-30,(22:30:00),Red Line,1718.58
2018-12-02,(20:30:00),Green Line,718.27
2017-06-10,(08:30:00),Red Line,2120.53
2019-08-11,(11:30:00),Silver Line,104.6
2015-11-23,(10:30:00),Red Line,3774.29
2014-12-31,(09:00:00),Silver Line,107.5
2020-12-17,(01:00:00),Blue Line,8.3
2014-10-18,(04:00:00),Orange Line,9.51
2018-12-04,(14:30:00),Green Line,1825.94
2014-02-11,(17:30:00),Silver Line,1029.9
2017-09-30,(15:00:00),Blue Line,1406.0
2015-09-08,(00:00:00),Red Line,465.89
2021-04-07,(09:00:00),Orange Line,990.36
2015-10-09,(01:30:00),Blue Line,96.9
2022-07-23,(14:00:00),Orange Line,1894.06
2017-12-19,(19:00:00),Green Line,2501.75
2020-09-25,(00:00:00),Blue Line,136.4
2016-11-06,(14:30:00),Blue Line,948.9
2014-09-12,(20:00:00),Orange Line,3088.74
2017-05-05,(04:00:00),Blue Line,4.0
2022-04-03,(19:00:00),Silver Line,64.2
2016-02-11,(05:30:00),Blue Line,932.9
2018-05-16,(22:30:00),Orange Line,1297.52
2021-07-24,(22:30:00),Orange Line,793.47
2017-07-01,(04:00:00),Red Line,7.0
2020-10-20,(12:30:00),Blue Line,420.6
2014-03-06,(04:00:00),Orange Line,5.0
2019-07-09,(09:00:00),Orange Line,5299.46
2021-02-24,(22:00:00),Orange Line,452.84
2020-12-29,(11:30:00),Blue Line,367.7
2019-01-22,(22:00:00),Silver Line,123.4
2015-08-12,(08:00:00),Blue Line,2763.1
2017-04-04,(15:30:00),Silver Line,348.7
2021-10-27,(20:30:00),Blue Line,281.9
2020-09-19,(07:00:00),Blue Line,464.7
2020-01-08,(12:00:00),Green Line,1222.41
2021-10-13,(23:30:00),Green Line,272.35
2014-07-11,(21:00:00),Orange Line,2359.08
2019-11-13,(04:00:00),Red Line,10.86
2015-04-22,(14:00:00),Green Line,2311.77
2017-05-10,(10:30:00),Silver Line,97.8
2020-01-06,(14:00:00),Silver Line,184.5
2015-06-14,(04:30:00),Green Line,0.34
2017-07-11,(15:00:00),Red Line,5871.83
2021-11-30,(04:30:00),Red Line,102.92
2020-04-13,(10:00:00),Silver Line,9.6
2018-11-15,(02:30:00),Green Line,1.0
2016-05-17,(05:30:00),Blue Line,1149.9
2014-09-07,(01:30:00),Orange Line,9.14
2017-02-05,(04:00:00),Orange Line,0.51
2016-07-14,(23:30:00),Red Line,999.43
2019-01-17,(23:30:00),Silver Line,67.6
2015-10-17,(02:30:00),Orange Line,34.2
2018-09-26,(15:00:00),Red Line,6477.9400000000005
2017-11-23,(21:30:00),Blue Line,290.1
2017-03-17,(03:00:00),Green Line,0.49
2017-04-13,(08:30:00),Orange Line,8163.07
2016-02-03,(19:00:00),Red Line,5169.64
2020-01-18,(05:30:00),Orange Line,104.22
2014-06-01,(00:30:00),Silver Line,7.3
2014-05-19,(14:30:00),Orange Line,4428.45
2021-07-18,(08:00:00),Silver Line,20.6
2019-09-15,(04:00:00),Orange Line,0.98
2014-11-01,(02:00:00),Blue Line,15.2
2020-05-15,(16:00:00),Blue Line,300.4
2022-05-15,(11:30:00),Silver Line,50.7
2018-10-01,(00:00:00),Silver Line,21.5
2020-01-16,(18:30:00),Red Line,5575.97
2014-09-22,(02:30:00),Orange Line,2.51
2016-07-09,(11:30:00),Green Line,1435.01
2021-08-04,(23:00:00),Green Line,510.79
2016-03-06,(07:00:00),Blue Line,527.8
2021-04-24,(12:30:00),Orange Line,1128.78
2015-07-17,(00:30:00),Orange Line,558.37
2016-01-24,(16:30:00),Red Line,1608.49
2018-02-20,(05:30:00),Green Line,320.25
2018-01-03,(12:00:00),Red Line,3025.52
2021-11-16,(13:30:00),Silver Line,91.8
2018-04-21,(17:00:00),Red Line,2936.62
2019-10-20,(19:30:00),Silver Line,108.7
2017-09-12,(00:00:00),Silver Line,34.9
2015-02-26,(08:30:00),Green Line,2942.41
2017-11-28,(11:00:00),Red Line,3040.06
2014-08-04,(01:00:00),Red Line,59.769999999999996
2019-04-16,(08:30:00),Blue Line,3003.7
2020-09-03,(09:00:00),Green Line,274.22
2020-07-07,(00:00:00),Red Line,93.14
2022-03-19,(10:30:00),Green Line,633.21
2018-06-29,(20:00:00),Orange Line,2497.82
2014-04-24,(06:30:00),Red Line,5630.9400000000005
2020-08-03,(01:00:00),Blue Line,20.8
2021-10-14,(04:30:00),Red Line,112.94
2016-03-08,(16:30:00),Blue Line,1617.9
2015-06-19,(19:30:00),Green Line,2101.04
2015-09-07,(04:00:00),Green Line,1.0
2017-05-10,(09:00:00),Green Line,1498.82
2014-01-16,(18:30:00),Orange Line,4278.27
2015-02-18,(07:00:00),Blue Line,2009.0
2021-10-02,(05:30:00),Red Line,304.16
2016-11-12,(18:30:00),Silver Line,89.8
2019-01-27,(19:30:00),Green Line,959.65
2021-01-15,(04:30:00),Silver Line,2.6
2020-06-11,(10:00:00),Green Line,140.92000000000002
2022-06-29,(22:00:00),Blue Line,376.4
2020-02-17,(00:00:00),Silver Line,20.4
2018-09-26,(19:30:00),Blue Line,859.5
2017-01-02,(07:00:00),Green Line,245.32999999999998
2018-08-03,(14:30:00),Orange Line,4065.87
2019-04-12,(20:00:00),Silver Line,220.9
2017-04-08,(07:00:00),Silver Line,29.2
2016-06-04,(07:30:00),Green Line,398.17
2021-01-27,(07:00:00),Blue Line,820.3
2020-05-18,(03:30:00),Blue Line,1.4
2018-10-18,(00:30:00),Green Line,150.09
2020-07-16,(13:30:00),Orange Line,919.03
2017-02-13,(08:00:00),Green Line,1593.57
2022-01-11,(11:30:00),Blue Line,332.3
2022-02-15,(15:00:00),Blue Line,1033.9
2016-02-21,(19:30:00),Green Line,1005.35
2016-04-25,(05:30:00),Red Line,2284.89
2014-09-27,(22:00:00),Orange Line,2047.62
2016-12-12,(23:30:00),Orange Line,613.31
2022-02-02,(04:30:00),Blue Line,30.4
2016-03-12,(22:30:00),Silver Line,62.6
2015-11-20,(10:00:00),Blue Line,947.9
2014-03-29,(20:30:00),Red Line,2320.66
2017-03-02,(07:00:00),Blue Line,2736.0
2016-11-08,(11:00:00),Green Line,1094.52
2018-02-10,(00:30:00),Green Line,214.8
2017-09-13,(01:30:00),Red Line,12.86
2021-10-05,(23:00:00),Silver Line,142.7
2015-12-08,(18:00:00),Red Line,8944.18
2020-03-19,(13:30:00),Silver Line,37.7
2016-12-18,(16:00:00),Orange Line,2550.18
2017-03-15,(12:30:00),Red Line,2853.57
2022-07-03,(18:30:00),Red Line,1467.96
2017-09-17,(14:30:00),Green Line,1662.46
2022-03-05,(20:00:00),Orange Line,1046.27
2021-07-24,(00:30:00),Green Line,251.05
2014-11-05,(22:00:00),Blue Line,592.9
2016-10-02,(12:00:00),Green Line,1749.51
2022-07-28,(13:30:00),Orange Line,1768.95
2019-01-03,(23:30:00),Orange Line,547.56
2016-12-03,(11:30:00),Blue Line,862.2
2016-08-10,(22:00:00),Silver Line,171.2
2018-09-01,(14:30:00),Orange Line,2338.33
2017-06-18,(15:30:00),Orange Line,2844.15
2016-09-29,(01:00:00),Blue Line,20.7
2020-07-21,(19:00:00),Red Line,815.09
2020-04-08,(10:30:00),Green Line,91.08
2018-04-12,(00:30:00),Silver Line,10.2
2022-06-18,(02:30:00),Orange Line,3.92
2019-02-02,(12:30:00),Blue Line,834.6
2014-01-09,(10:00:00),Orange Line,2953.5
2019-06-22,(04:00:00),Red Line,1.42
2016-05-07,(07:30:00),Blue Line,834.2
2020-11-09,(04:00:00),Orange Line,4.32
2018-07-07,(06:00:00),Blue Line,682.7
2017-04-17,(19:00:00),Red Line,3941.12
2021-03-25,(04:00:00),Red Line,4.26
2015-05-20,(20:30:00),Silver Line,187.3
2022-05-18,(09:30:00),Red Line,2330.09
2016-10-06,(19:00:00),Orange Line,3984.69
2021-10-18,(19:00:00),Orange Line,1866.23
2017-02-05,(11:30:00),Silver Line,67.9
2014-03-16,(03:00:00),Orange Line,1.0
2016-02-11,(14:00:00),Green Line,2054.2200000000003
2020-04-10,(01:30:00),Red Line,6.0
2017-07-15,(11:00:00),Green Line,1321.63
2016-11-13,(23:00:00),Red Line,648.81
2018-09-03,(17:00:00),Red Line,2786.02
2015-02-25,(06:30:00),Blue Line,1942.6
2017-08-10,(23:00:00),Blue Line,601.1
2014-07-22,(09:30:00),Orange Line,3661.34
2019-01-08,(19:30:00),Blue Line,624.1
2016-08-21,(08:30:00),Orange Line,836.1899999999999
2019-05-10,(01:30:00),Green Line,6.02
2018-04-27,(08:30:00),Red Line,10566.74
2017-12-03,(21:00:00),Silver Line,52.3
2014-10-18,(07:30:00),Silver Line,42.5
2018-08-30,(22:30:00),Red Line,1477.68
2021-12-20,(13:00:00),Orange Line,1521.42
2017-11-13,(09:00:00),Blue Line,1792.2
2017-08-06,(02:00:00),Green Line,0.1
2015-03-16,(10:00:00),Silver Line,137.9
2015-03-01,(03:30:00),Green Line,0.98
2019-06-09,(16:00:00),Blue Line,1016.7
2015-12-01,(00:30:00),Silver Line,11.6
2019-04-10,(15:00:00),Orange Line,5024.87
2022-07-01,(09:00:00),Red Line,2191.36
2018-10-20,(21:00:00),Blue Line,638.4
2021-11-16,(16:00:00),Orange Line,3662.21
2019-08-11,(10:30:00),Silver Line,74.9
2016-04-25,(22:30:00),Blue Line,389.6
2021-05-01,(01:00:00),Green Line,16.71
2018-06-17,(23:00:00),Blue Line,457.3
2018-04-08,(17:30:00),Red Line,2773.4300000000003
2020-11-21,(22:30:00),Orange Line,330.12
2015-01-11,(07:30:00),Blue Line,489.9
2018-07-06,(02:30:00),Orange Line,4.17
2017-04-26,(13:30:00),Silver Line,165.5
2014-05-31,(07:00:00),Red Line,1283.47
2022-03-23,(13:00:00),Green Line,949.5699999999999
2014-04-26,(21:00:00),Orange Line,1806.34
2014-01-13,(10:30:00),Green Line,1060.01
2014-08-01,(12:30:00),Blue Line,1034.1
2020-05-28,(14:00:00),Green Line,260.98
2017-08-11,(07:30:00),Orange Line,6811.28
2017-02-17,(00:00:00),Silver Line,52.8
2018-05-30,(13:30:00),Red Line,3618.5
2018-04-20,(18:30:00),Red Line,5632.98
2016-06-28,(12:00:00),Silver Line,190.2
2018-08-11,(23:00:00),Orange Line,1202.56
2014-06-08,(10:30:00),Orange Line,1893.98
2015-11-26,(00:30:00),Green Line,98.74
2017-08-11,(04:30:00),Red Line,126.17
2019-01-23,(03:00:00),Orange Line,3.9
2018-02-02,(17:00:00),Blue Line,2502.2
2020-04-24,(14:30:00),Orange Line,469.38
2018-09-26,(07:30:00),Silver Line,429.9
2015-10-19,(18:30:00),Silver Line,460.0
2019-04-01,(23:30:00),Red Line,511.07
2020-05-22,(11:30:00),Blue Line,15.5
2018-07-19,(17:30:00),Blue Line,2288.8
2014-07-18,(14:30:00),Orange Line,4662.14
2019-04-16,(13:30:00),Silver Line,178.0
2020-11-01,(12:30:00),Green Line,351.15
2018-07-11,(15:00:00),Blue Line,1928.2
2019-09-12,(03:00:00),Green Line,2.0
2021-03-01,(06:00:00),Orange Line,1046.68
2015-12-23,(04:00:00),Green Line,1.0
2021-10-01,(23:30:00),Orange Line,1840.68
2016-01-27,(21:30:00),Orange Line,2616.38
2017-02-01,(23:30:00),Silver Line,35.9
2021-09-03,(12:30:00),Silver Line,82.7
2015-12-02,(17:30:00),Blue Line,1256.4
2018-05-03,(13:30:00),Red Line,3853.48
2018-10-06,(00:30:00),Silver Line,19.5
2017-07-30,(09:00:00),Blue Line,774.7
2017-07-30,(11:00:00),Silver Line,75.1
2020-05-26,(23:00:00),Red Line,225.76
2017-03-15,(11:30:00),Red Line,2817.71
2018-02-27,(16:30:00),Silver Line,659.8
2020-05-18,(21:30:00),Green Line,101.35
2020-09-07,(12:30:00),Green Line,407.47
2021-06-23,(14:30:00),Green Line,904.69
2020-09-12,(09:00:00),Green Line,169.69
2020-09-25,(07:30:00),Red Line,1562.1
2016-08-17,(00:30:00),Blue Line,85.2
2016-03-16,(00:30:00),Orange Line,173.41
2014-03-19,(06:30:00),Silver Line,236.5
2020-08-01,(13:30:00),Blue Line,98.6
2016-12-13,(17:30:00),Orange Line,7734.26
2014-12-10,(18:00:00),Green Line,3666.13
2019-05-24,(15:30:00),Orange Line,6357.88
2018-05-16,(13:00:00),Green Line,1584.29
2020-03-05,(08:00:00),Silver Line,532.5
2015-02-12,(19:30:00),Blue Line,446.8
2017-05-30,(00:00:00),Red Line,396.5
2020-04-21,(14:00:00),Red Line,523.5
2015-01-24,(23:00:00),Green Line,1040.92
2021-01-10,(11:00:00),Red Line,592.8199999999999
2020-02-25,(12:00:00),Red Line,3020.21
2020-11-06,(00:00:00),Red Line,130.33
2021-08-30,(14:30:00),Blue Line,855.2
2017-08-27,(17:30:00),Red Line,2706.62
2019-11-16,(22:00:00),Silver Line,47.0
2014-12-22,(06:00:00),Blue Line,1481.2
2015-01-14,(10:30:00),Blue Line,746.5
2017-06-28,(10:00:00),Blue Line,1211.1
2016-08-29,(15:00:00),Blue Line,1828.2
